
INSTRUMENT1,08-Sep-1997,3.511
INSTRUMENT1,09-Sep-1997,3.507
INSTRUMENT1,10-Sep-1997,3.4995
INSTRUMENT1,11-Sep-1997,3.485
INSTRUMENT1,12-Sep-1997,3.459
INSTRUMENT1,15-Sep-1997,3.459
INSTRUMENT1,16-Sep-1997,3.459
INSTRUMENT1,17-Sep-1997,3.42
INSTRUMENT1,18-Sep-1997,3.48
INSTRUMENT1,19-Sep-1997,3.43
INSTRUMENT1,22-Sep-1997,3.444
INSTRUMENT1,23-Sep-1997,3.438
INSTRUMENT1,24-Sep-1997,3.4285
INSTRUMENT1,25-Sep-1997,3.424
INSTRUMENT1,26-Sep-1997,3.405
INSTRUMENT1,29-Sep-1997,3.413
INSTRUMENT1,30-Sep-1997,3.415
INSTRUMENT1,01-Oct-1997,3.415
INSTRUMENT1,02-Oct-1997,3.42
INSTRUMENT1,03-Oct-1997,3.431
INSTRUMENT1,06-Oct-1997,3.414
INSTRUMENT1,07-Oct-1997,3.413
INSTRUMENT1,08-Oct-1997,3.413
INSTRUMENT1,09-Oct-1997,3.402
INSTRUMENT1,10-Oct-1997,3.389
INSTRUMENT1,13-Oct-1997,3.389
INSTRUMENT1,14-Oct-1997,3.394
INSTRUMENT1,15-Oct-1997,3.3952
INSTRUMENT1,16-Oct-1997,3.3915
INSTRUMENT1,17-Oct-1997,3.402
INSTRUMENT1,20-Oct-1997,3.405
INSTRUMENT1,21-Oct-1997,3.4033
INSTRUMENT1,22-Oct-1997,3.411
INSTRUMENT1,23-Oct-1997,3.4
INSTRUMENT1,24-Oct-1997,3.429
INSTRUMENT1,27-Oct-1997,3.456
INSTRUMENT1,28-Oct-1997,3.55
INSTRUMENT1,29-Oct-1997,3.45
INSTRUMENT1,30-Oct-1997,3.485
INSTRUMENT1,31-Oct-1997,3.505
INSTRUMENT1,03-Nov-1997,3.446
INSTRUMENT1,04-Nov-1997,3.4415
INSTRUMENT1,05-Nov-1997,3.447
INSTRUMENT1,06-Nov-1997,3.457
INSTRUMENT1,07-Nov-1997,3.476
INSTRUMENT1,10-Nov-1997,3.515
INSTRUMENT1,11-Nov-1997,3.515
INSTRUMENT1,12-Nov-1997,3.486
